iter,Gaussian,t(nu=4)
1035,0.002603,0.002449
1036,0.002604,0.002449
1037,0.002604,0.002450
1038,0.002604,0.002450
1039,0.002605,0.002450
1040,0.002605,0.002450
1041,0.002606,0.002450
1042,0.002606,0.002451
1043,0.002606,0.002451
1044,0.002607,0.002451
1045,0.002607,0.002451
1046,0.002608,0.002451
1047,0.002608,0.002452
1048,0.002608,0.002452
1049,0.002609,0.002452
1050,0.002609,0.002452
1051,0.002610,0.002452
1052,0.002610,0.002453
1053,0.002610,0.002453
1054,0.002611,0.002453
1055,0.002611,0.002453
1056,0.002612,0.002453
1057,0.002612,0.002454
1058,0.002612,0.002454
1059,0.002613,0.002454
1060,0.002613,0.002454
1061,0.002614,0.002454
1062,0.002614,0.002455
1063,0.002614,0.002455
1064,0.002615,0.002455
1065,0.002615,0.002455
1066,0.002615,0.002455
1067,0.002616,0.002456
1068,0.002616,0.002456
1069,0.002617,0.002456
1070,0.002617,0.002456
1071,0.002617,0.002456
1072,0.002618,0.002457
1073,0.002618,0.002457
1074,0.002619,0.002457
1075,0.002619,0.002457
1076,0.002619,0.002458
1077,0.002620,0.002458
1078,0.002620,0.002458
1079,0.002621,0.002458
1080,0.002621,0.002458
1081,0.002621,0.002459
1082,0.002622,0.002459
1083,0.002622,0.002459
1084,0.002623,0.002459
1085,0.002623,0.002459
1086,0.002623,0.002460
1087,0.002624,0.002460
1088,0.002624,0.002460
1089,0.002624,0.002460
1090,0.002625,0.002460
1091,0.002625,0.002461
1092,0.002626,0.002461
1093,0.002626,0.002461
1094,0.002626,0.002461
1095,0.002627,0.002461
1096,0.002627,0.002462
1097,0.002628,0.002462
1098,0.002628,0.002462
1099,0.002628,0.002462
1100,0.002629,0.002462
1101,0.002629,0.002463
1102,0.002630,0.002463
1103,0.002630,0.002463
1104,0.002630,0.002463
1105,0.002631,0.002463
1106,0.002631,0.002464
1107,0.002632,0.002464
1108,0.002632,0.002464
1109,0.002632,0.002464
1110,0.002633,0.002464
1111,0.002633,0.002465
1112,0.002633,0.002465
1113,0.002634,0.002465
1114,0.002634,0.002465
1115,0.002635,0.002465
1116,0.002635,0.002466
1117,0.002635,0.002466
1118,0.002636,0.002466
1119,0.002636,0.002466
1120,0.002637,0.002467
1121,0.002637,0.002467
1122,0.002637,0.002467
1123,0.002638,0.002467
1124,0.002638,0.002467
1125,0.002638,0.002468
1126,0.002639,0.002468
1127,0.002639,0.002468
1128,0.002640,0.002468
1129,0.002640,0.002468
1130,0.002640,0.002469
1131,0.002641,0.002469
1132,0.002641,0.002469
1133,0.002642,0.002469
1134,0.002642,0.002469
1135,0.002642,0.002470
1136,0.002643,0.002470
1137,0.002643,0.002470
1138,0.002644,0.002470
1139,0.002644,0.002470
1140,0.002644,0.002471
1141,0.002645,0.002471
1142,0.002645,0.002471
1143,0.002645,0.002471
1144,0.002646,0.002471
1145,0.002646,0.002472
1146,0.002647,0.002472
1147,0.002647,0.002472
1148,0.002647,0.002472
1149,0.002648,0.002472
1150,0.002648,0.002473
1151,0.002649,0.002473
1152,0.002649,0.002473
1153,0.002649,0.002473
1154,0.002650,0.002473
1155,0.002650,0.002474
1156,0.002650,0.002474
1157,0.002651,0.002474
1158,0.002651,0.002474
1159,0.002652,0.002474
1160,0.002652,0.002475
1161,0.002652,0.002475
1162,0.002653,0.002475
1163,0.002653,0.002475
1164,0.002654,0.002475
1165,0.002654,0.002476
1166,0.002654,0.002476
1167,0.002655,0.002476
1168,0.002655,0.002476
1169,0.002655,0.002476
1170,0.002656,0.002477
1171,0.002656,0.002477
1172,0.002657,0.002477
1173,0.002657,0.002477
1174,0.002657,0.002478
1175,0.002658,0.002478
1176,0.002658,0.002478
1177,0.002659,0.002478
1178,0.002659,0.002478
1179,0.002659,0.002479
1180,0.002660,0.002479
1181,0.002660,0.002479
1182,0.002660,0.002479
1183,0.002661,0.002479
1184,0.002661,0.002480
1185,0.002662,0.002480
1186,0.002662,0.002480
1187,0.002662,0.002480
1188,0.002663,0.002480
1189,0.002663,0.002481
1190,0.002664,0.002481
1191,0.002664,0.002481
1192,0.002664,0.002481
1193,0.002665,0.002481
1194,0.002665,0.002482
1195,0.002665,0.002482
1196,0.002666,0.002482
1197,0.002666,0.002482
1198,0.002667,0.002482
1199,0.002667,0.002483
1200,0.002667,0.002483
1201,0.002668,0.002483
1202,0.002668,0.002483
1203,0.002668,0.002483
1204,0.002669,0.002484
1205,0.002669,0.002484
1206,0.002670,0.002484
1207,0.002670,0.002484
1208,0.002670,0.002484
1209,0.002671,0.002485
1210,0.002671,0.002485
1211,0.002672,0.002485
1212,0.002672,0.002485
1213,0.002672,0.002485
1214,0.002673,0.002486
1215,0.002673,0.002486
1216,0.002673,0.002486
1217,0.002674,0.002486
1218,0.002674,0.002486
1219,0.002675,0.002487
1220,0.002675,0.002487
1221,0.002675,0.002487
1222,0.002676,0.002487
1223,0.002676,0.002487
1224,0.002676,0.002488
1225,0.002677,0.002488
1226,0.002677,0.002488
1227,0.002678,0.002488
1228,0.002678,0.002488
1229,0.002678,0.002489
1230,0.002679,0.002489
1231,0.002679,0.002489
1232,0.002679,0.002489
1233,0.002680,0.002489
1234,0.002680,0.002490
1235,0.002681,0.002490
1236,0.002681,0.002490
1237,0.002681,0.002490
1238,0.002682,0.002490
1239,0.002682,0.002491
1240,0.002683,0.002491
1241,0.002683,0.002491
1242,0.002683,0.002491
1243,0.002684,0.002491
1244,0.002684,0.002492
1245,0.002684,0.002492
1246,0.002685,0.002492
1247,0.002685,0.002492
1248,0.002686,0.002492
1249,0.002686,0.002493
1250,0.002686,0.002493
1251,0.002687,0.002493
1252,0.002687,0.002493
1253,0.002687,0.002493
1254,0.002688,0.002494
1255,0.002688,0.002494
1256,0.002689,0.002494
1257,0.002689,0.002494
1258,0.002689,0.002494
1259,0.002690,0.002495
1260,0.002690,0.002495
1261,0.002690,0.002495
1262,0.002691,0.002495
1263,0.002691,0.002495
1264,0.002692,0.002496
1265,0.002692,0.002496
1266,0.002692,0.002496
1267,0.002693,0.002496
1268,0.002693,0.002496
1269,0.002693,0.002497
1270,0.002694,0.002497
1271,0.002694,0.002497
1272,0.002695,0.002497
1273,0.002695,0.002497
1274,0.002695,0.002498
1275,0.002696,0.002498
1276,0.002696,0.002498
1277,0.002696,0.002498
1278,0.002697,0.002498
1279,0.002697,0.002499
1280,0.002698,0.002499
1281,0.002698,0.002499
1282,0.002698,0.002499
1283,0.002699,0.002499
1284,0.002699,0.002500
1285,0.002699,0.002500
1286,0.002700,0.002500
1287,0.002700,0.002500
1288,0.002701,0.002500
1289,0.002701,0.002501
1290,0.002701,0.002501
1291,0.002702,0.002501
1292,0.002702,0.002501
1293,0.002702,0.002501
1294,0.002703,0.002502
1295,0.002703,0.002502
1296,0.002704,0.002502
1297,0.002704,0.002502
1298,0.002704,0.002502
1299,0.002705,0.002503
1300,0.002705,0.002503
1301,0.002705,0.002503
1302,0.002706,0.002503
1303,0.002706,0.002503
1304,0.002707,0.002504
1305,0.002707,0.002504
1306,0.002707,0.002504
1307,0.002708,0.002504
1308,0.002708,0.002504
1309,0.002708,0.002505
1310,0.002709,0.002505
1311,0.002709,0.002505
1312,0.002709,0.002505
1313,0.002710,0.002505
1314,0.002710,0.002506
1315,0.002711,0.002506
1316,0.002711,0.002506
1317,0.002711,0.002506
1318,0.002712,0.002506
1319,0.002712,0.002507
1320,0.002712,0.002507
1321,0.002713,0.002507
1322,0.002713,0.002507
1323,0.002714,0.002507
1324,0.002714,0.002508
1325,0.002714,0.002508
1326,0.002715,0.002508
1327,0.002715,0.002508
1328,0.002715,0.002508
1329,0.002716,0.002509
1330,0.002716,0.002509
1331,0.002717,0.002509
1332,0.002717,0.002509
1333,0.002717,0.002509
1334,0.002718,0.002510
1335,0.002718,0.002510
1336,0.002718,0.002510
1337,0.002719,0.002510
1338,0.002719,0.002510
1339,0.002719,0.002511
1340,0.002720,0.002511
1341,0.002720,0.002511
1342,0.002721,0.002511
1343,0.002721,0.002511
1344,0.002721,0.002512
1345,0.002722,0.002512
1346,0.002722,0.002512
1347,0.002722,0.002512
1348,0.002723,0.002512
1349,0.002723,0.002513
1350,0.002724,0.002513
1351,0.002724,0.002513
1352,0.002724,0.002513
1353,0.002725,0.002513
1354,0.002725,0.002514
1355,0.002725,0.002514
1356,0.002726,0.002514
1357,0.002726,0.002514
1358,0.002726,0.002514
1359,0.002727,0.002515
1360,0.002727,0.002515
1361,0.002728,0.002515
1362,0.002728,0.002515
1363,0.002728,0.002515
1364,0.002729,0.002516
1365,0.002729,0.002516
1366,0.002729,0.002516
1367,0.002730,0.002516
1368,0.002730,0.002516
1369,0.002731,0.002517
1370,0.002731,0.002517
1371,0.002731,0.002517
1372,0.002732,0.002517
1373,0.002732,0.002517
1374,0.002732,0.002518
1375,0.002733,0.002518
1376,0.002733,0.002518
1377,0.002733,0.002518
1378,0.002734,0.002518
1379,0.002734,0.002519
1380,0.002735,0.002519
1381,0.002735,0.002519
1382,0.002735,0.002519
1383,0.002736,0.002519
1384,0.002736,0.002520
1385,0.002736,0.002520
1386,0.002737,0.002520
1387,0.002737,0.002520
1388,0.002737,0.002520
1389,0.002738,0.002520
1390,0.002738,0.002521
1391,0.002739,0.002521
1392,0.002739,0.002521
1393,0.002739,0.002521
1394,0.002740,0.002521
1395,0.002740,0.002522
1396,0.002740,0.002522
1397,0.002741,0.002522
1398,0.002741,0.002522
1399,0.002741,0.002522
1400,0.002742,0.002523
1401,0.002742,0.002523
1402,0.002743,0.002523
1403,0.002743,0.002523
1404,0.002743,0.002523
1405,0.002744,0.002524
1406,0.002744,0.002524
1407,0.002744,0.002524
1408,0.002745,0.002524
1409,0.002745,0.002524
1410,0.002745,0.002525
1411,0.002746,0.002525
1412,0.002746,0.002525
1413,0.002747,0.002525
1414,0.002747,0.002525
1415,0.002747,0.002526
1416,0.002748,0.002526
1417,0.002748,0.002526
1418,0.002748,0.002526
1419,0.002749,0.002526
1420,0.002749,0.002527
1421,0.002749,0.002527
1422,0.002750,0.002527
1423,0.002750,0.002527
1424,0.002751,0.002527
1425,0.002751,0.002528
1426,0.002751,0.002528
1427,0.002752,0.002528
1428,0.002752,0.002528
1429,0.002752,0.002528
1430,0.002753,0.002529
1431,0.002753,0.002529
1432,0.002753,0.002529
1433,0.002754,0.002529
1434,0.002754,0.002529
1435,0.002755,0.002529
1436,0.002755,0.002530
1437,0.002755,0.002530
1438,0.002756,0.002530
1439,0.002756,0.002530
1440,0.002756,0.002530
1441,0.002757,0.002531
1442,0.002757,0.002531
1443,0.002757,0.002531
1444,0.002758,0.002531
1445,0.002758,0.002531
1446,0.002758,0.002532
1447,0.002759,0.002532
1448,0.002759,0.002532
1449,0.002760,0.002532
1450,0.002760,0.002532
1451,0.002760,0.002533
1452,0.002761,0.002533
1453,0.002761,0.002533
1454,0.002761,0.002533
1455,0.002762,0.002533
1456,0.002762,0.002534
1457,0.002762,0.002534
1458,0.002763,0.002534
1459,0.002763,0.002534
1460,0.002764,0.002534
1461,0.002764,0.002535
1462,0.002764,0.002535
1463,0.002765,0.002535
1464,0.002765,0.002535
1465,0.002765,0.002535
1466,0.002766,0.002536
1467,0.002766,0.002536
1468,0.002766,0.002536
1469,0.002767,0.002536
1470,0.002767,0.002536
1471,0.002767,0.002536
1472,0.002768,0.002537
1473,0.002768,0.002537
1474,0.002769,0.002537
1475,0.002769,0.002537
1476,0.002769,0.002537
1477,0.002770,0.002538
1478,0.002770,0.002538
1479,0.002770,0.002538
1480,0.002771,0.002538
1481,0.002771,0.002538
1482,0.002771,0.002539
1483,0.002772,0.002539
1484,0.002772,0.002539
1485,0.002772,0.002539
1486,0.002773,0.002539
1487,0.002773,0.002540
1488,0.002774,0.002540
1489,0.002774,0.002540
1490,0.002774,0.002540
1491,0.002775,0.002540
1492,0.002775,0.002541
1493,0.002775,0.002541
1494,0.002776,0.002541
1495,0.002776,0.002541
1496,0.002776,0.002541
1497,0.002777,0.002541
1498,0.002777,0.002542
1499,0.002777,0.002542
1500,0.002778,0.002542
1501,0.002778,0.002542
1502,0.002779,0.002542
1503,0.002779,0.002543
1504,0.002779,0.002543
1505,0.002780,0.002543
1506,0.002780,0.002543
1507,0.002780,0.002543
1508,0.002781,0.002544
1509,0.002781,0.002544
1510,0.002781,0.002544
1511,0.002782,0.002544
1512,0.002782,0.002544
1513,0.002782,0.002545
1514,0.002783,0.002545
1515,0.002783,0.002545
1516,0.002783,0.002545
1517,0.002784,0.002545
1518,0.002784,0.002546
1519,0.002785,0.002546
1520,0.002785,0.002546
1521,0.002785,0.002546
1522,0.002786,0.002546
1523,0.002786,0.002546
1524,0.002786,0.002547
1525,0.002787,0.002547
1526,0.002787,0.002547
1527,0.002787,0.002547
1528,0.002788,0.002547
1529,0.002788,0.002548
1530,0.002788,0.002548
1531,0.002789,0.002548
1532,0.002789,0.002548
1533,0.002789,0.002548
1534,0.002790,0.002549
1535,0.002790,0.002549
1536,0.002791,0.002549
1537,0.002791,0.002549
1538,0.002791,0.002549
1539,0.002792,0.002550
1540,0.002792,0.002550
1541,0.002792,0.002550
1542,0.002793,0.002550
1543,0.002793,0.002550
1544,0.002793,0.002551
1545,0.002794,0.002551
1546,0.002794,0.002551
1547,0.002794,0.002551
1548,0.002795,0.002551
1549,0.002795,0.002551
1550,0.002795,0.002552
1551,0.002796,0.002552
1552,0.002796,0.002552
1553,0.002796,0.002552
1554,0.002797,0.002552
1555,0.002797,0.002553
1556,0.002798,0.002553
1557,0.002798,0.002553
1558,0.002798,0.002553
1559,0.002799,0.002553
1560,0.002799,0.002554
1561,0.002799,0.002554
1562,0.002800,0.002554
1563,0.002800,0.002554
1564,0.002800,0.002554
1565,0.002801,0.002555
1566,0.002801,0.002555
1567,0.002801,0.002555
1568,0.002802,0.002555
1569,0.002802,0.002555
1570,0.002802,0.002555
1571,0.002803,0.002556
1572,0.002803,0.002556
1573,0.002803,0.002556
1574,0.002804,0.002556
1575,0.002804,0.002556
1576,0.002805,0.002557
1577,0.002805,0.002557
1578,0.002805,0.002557
1579,0.002806,0.002557
1580,0.002806,0.002557
1581,0.002806,0.002558
1582,0.002807,0.002558
1583,0.002807,0.002558
1584,0.002807,0.002558
1585,0.002808,0.002558
1586,0.002808,0.002558
1587,0.002808,0.002559
1588,0.002809,0.002559
1589,0.002809,0.002559
1590,0.002809,0.002559
1591,0.002810,0.002559
1592,0.002810,0.002560
1593,0.002810,0.002560
1594,0.002811,0.002560
1595,0.002811,0.002560
1596,0.002811,0.002560
1597,0.002812,0.002561
1598,0.002812,0.002561
1599,0.002813,0.002561
1600,0.002813,0.002561
1601,0.002813,0.002561
1602,0.002814,0.002562
1603,0.002814,0.002562
1604,0.002814,0.002562
1605,0.002815,0.002562
1606,0.002815,0.002562
1607,0.002815,0.002562
1608,0.002816,0.002563
1609,0.002816,0.002563
1610,0.002816,0.002563
1611,0.002817,0.002563
1612,0.002817,0.002563
1613,0.002817,0.002564
1614,0.002818,0.002564
1615,0.002818,0.002564
1616,0.002818,0.002564
1617,0.002819,0.002564
1618,0.002819,0.002565
1619,0.002819,0.002565
1620,0.002820,0.002565
1621,0.002820,0.002565
1622,0.002820,0.002565
1623,0.002821,0.002565
1624,0.002821,0.002566
1625,0.002822,0.002566
1626,0.002822,0.002566
1627,0.002822,0.002566
1628,0.002823,0.002566
1629,0.002823,0.002567
1630,0.002823,0.002567
1631,0.002824,0.002567
1632,0.002824,0.002567
1633,0.002824,0.002567
1634,0.002825,0.002568
1635,0.002825,0.002568
1636,0.002825,0.002568
1637,0.002826,0.002568
1638,0.002826,0.002568
1639,0.002826,0.002568
1640,0.002827,0.002569
1641,0.002827,0.002569
1642,0.002827,0.002569
1643,0.002828,0.002569
1644,0.002828,0.002569
1645,0.002828,0.002570
1646,0.002829,0.002570
1647,0.002829,0.002570
1648,0.002829,0.002570
1649,0.002830,0.002570
1650,0.002830,0.002571
1651,0.002830,0.002571
1652,0.002831,0.002571
1653,0.002831,0.002571
1654,0.002831,0.002571
1655,0.002832,0.002571
1656,0.002832,0.002572
1657,0.002832,0.002572
1658,0.002833,0.002572
1659,0.002833,0.002572
1660,0.002834,0.002572
1661,0.002834,0.002573
1662,0.002834,0.002573
1663,0.002835,0.002573
1664,0.002835,0.002573
1665,0.002835,0.002573
1666,0.002836,0.002574
1667,0.002836,0.002574
1668,0.002836,0.002574
1669,0.002837,0.002574
1670,0.002837,0.002574
1671,0.002837,0.002574
1672,0.002838,0.002575
1673,0.002838,0.002575
1674,0.002838,0.002575
1675,0.002839,0.002575
1676,0.002839,0.002575
1677,0.002839,0.002576
1678,0.002840,0.002576
1679,0.002840,0.002576
1680,0.002840,0.002576
1681,0.002841,0.002576
1682,0.002841,0.002577
1683,0.002841,0.002577
1684,0.002842,0.002577
1685,0.002842,0.002577
1686,0.002842,0.002577
1687,0.002843,0.002577
1688,0.002843,0.002578
1689,0.002843,0.002578
1690,0.002844,0.002578
1691,0.002844,0.002578
1692,0.002844,0.002578
1693,0.002845,0.002579
1694,0.002845,0.002579
1695,0.002845,0.002579
1696,0.002846,0.002579
1697,0.002846,0.002579
1698,0.002846,0.002579
1699,0.002847,0.002580
1700,0.002847,0.002580
1701,0.002847,0.002580
1702,0.002848,0.002580
1703,0.002848,0.002580
1704,0.002848,0.002581
1705,0.002849,0.002581
1706,0.002849,0.002581
1707,0.002849,0.002581
1708,0.002850,0.002581
1709,0.002850,0.002582
1710,0.002850,0.002582
1711,0.002851,0.002582
1712,0.002851,0.002582
1713,0.002851,0.002582
1714,0.002852,0.002582
1715,0.002852,0.002583
1716,0.002853,0.002583
1717,0.002853,0.002583
1718,0.002853,0.002583
1719,0.002854,0.002583
1720,0.002854,0.002584
1721,0.002854,0.002584
1722,0.002855,0.002584
1723,0.002855,0.002584
1724,0.002855,0.002584
1725,0.002856,0.002584
1726,0.002856,0.002585
1727,0.002856,0.002585
1728,0.002857,0.002585
1729,0.002857,0.002585
1730,0.002857,0.002585
1731,0.002858,0.002586
1732,0.002858,0.002586
1733,0.002858,0.002586
1734,0.002859,0.002586
1735,0.002859,0.002586
1736,0.002859,0.002586
1737,0.002860,0.002587
1738,0.002860,0.002587
1739,0.002860,0.002587
1740,0.002861,0.002587
1741,0.002861,0.002587
1742,0.002861,0.002588
1743,0.002862,0.002588
1744,0.002862,0.002588
1745,0.002862,0.002588
1746,0.002863,0.002588
1747,0.002863,0.002589
1748,0.002863,0.002589
1749,0.002864,0.002589
1750,0.002864,0.002589
1751,0.002864,0.002589
1752,0.002865,0.002589
1753,0.002865,0.002590
1754,0.002865,0.002590
1755,0.002866,0.002590
1756,0.002866,0.002590
1757,0.002866,0.002590
1758,0.002867,0.002591
1759,0.002867,0.002591
1760,0.002867,0.002591
1761,0.002868,0.002591
1762,0.002868,0.002591
1763,0.002868,0.002591
1764,0.002869,0.002592
1765,0.002869,0.002592
1766,0.002869,0.002592
1767,0.002870,0.002592
1768,0.002870,0.002592
1769,0.002870,0.002593
1770,0.002871,0.002593
1771,0.002871,0.002593
1772,0.002871,0.002593
1773,0.002872,0.002593
1774,0.002872,0.002593
1775,0.002872,0.002594
1776,0.002873,0.002594
1777,0.002873,0.002594
1778,0.002873,0.002594
1779,0.002874,0.002594
1780,0.002874,0.002595
1781,0.002874,0.002595
1782,0.002875,0.002595
1783,0.002875,0.002595
1784,0.002875,0.002595
1785,0.002876,0.002595
1786,0.002876,0.002596
1787,0.002876,0.002596
1788,0.002877,0.002596
1789,0.002877,0.002596
1790,0.002877,0.002596
1791,0.002878,0.002597
1792,0.002878,0.002597
1793,0.002878,0.002597
1794,0.002879,0.002597
1795,0.002879,0.002597
1796,0.002879,0.002597
1797,0.002880,0.002598
1798,0.002880,0.002598
1799,0.002880,0.002598
1800,0.002881,0.002598
1801,0.002881,0.002598
1802,0.002881,0.002599
1803,0.002882,0.002599
1804,0.002882,0.002599
1805,0.002882,0.002599
1806,0.002882,0.002599
1807,0.002883,0.002599
1808,0.002883,0.002600
1809,0.002883,0.002600
1810,0.002884,0.002600
1811,0.002884,0.002600
1812,0.002884,0.002600
1813,0.002885,0.002601
1814,0.002885,0.002601
1815,0.002885,0.002601
1816,0.002886,0.002601
1817,0.002886,0.002601
1818,0.002886,0.002601
1819,0.002887,0.002602
1820,0.002887,0.002602
1821,0.002887,0.002602
1822,0.002888,0.002602
1823,0.002888,0.002602
1824,0.002888,0.002603
1825,0.002889,0.002603
1826,0.002889,0.002603
1827,0.002889,0.002603
1828,0.002890,0.002603
1829,0.002890,0.002603
1830,0.002890,0.002604
1831,0.002891,0.002604
1832,0.002891,0.002604
1833,0.002891,0.002604
1834,0.002892,0.002604
1835,0.002892,0.002605
1836,0.002892,0.002605
1837,0.002893,0.002605
1838,0.002893,0.002605
1839,0.002893,0.002605
1840,0.002894,0.002605
1841,0.002894,0.002606
1842,0.002894,0.002606
1843,0.002895,0.002606
1844,0.002895,0.002606
1845,0.002895,0.002606
1846,0.002896,0.002607
1847,0.002896,0.002607
1848,0.002896,0.002607
1849,0.002897,0.002607
1850,0.002897,0.002607
1851,0.002897,0.002607
1852,0.002898,0.002608
1853,0.002898,0.002608
1854,0.002898,0.002608
1855,0.002899,0.002608
1856,0.002899,0.002608
1857,0.002899,0.002609
1858,0.002900,0.002609
1859,0.002900,0.002609
1860,0.002900,0.002609
1861,0.002901,0.002609
1862,0.002901,0.002609
1863,0.002901,0.002610
1864,0.002901,0.002610
1865,0.002902,0.002610
1866,0.002902,0.002610
1867,0.002902,0.002610
1868,0.002903,0.002610
1869,0.002903,0.002611
1870,0.002903,0.002611
1871,0.002904,0.002611
1872,0.002904,0.002611
1873,0.002904,0.002611
1874,0.002905,0.002612
1875,0.002905,0.002612
1876,0.002905,0.002612
1877,0.002906,0.002612
1878,0.002906,0.002612
1879,0.002906,0.002612
1880,0.002907,0.002613
1881,0.002907,0.002613
1882,0.002907,0.002613
1883,0.002908,0.002613
1884,0.002908,0.002613
1885,0.002908,0.002614
1886,0.002909,0.002614
1887,0.002909,0.002614
1888,0.002909,0.002614
1889,0.002910,0.002614
1890,0.002910,0.002614
1891,0.002910,0.002615
1892,0.002911,0.002615
1893,0.002911,0.002615
1894,0.002911,0.002615
1895,0.002912,0.002615
1896,0.002912,0.002615
1897,0.002912,0.002616
1898,0.002912,0.002616
1899,0.002913,0.002616
1900,0.002913,0.002616
1901,0.002913,0.002616
1902,0.002914,0.002617
1903,0.002914,0.002617
1904,0.002914,0.002617
1905,0.002915,0.002617
1906,0.002915,0.002617
1907,0.002915,0.002617
1908,0.002916,0.002618
1909,0.002916,0.002618
1910,0.002916,0.002618
1911,0.002917,0.002618
1912,0.002917,0.002618
1913,0.002917,0.002619
1914,0.002918,0.002619
1915,0.002918,0.002619
1916,0.002918,0.002619
1917,0.002919,0.002619
1918,0.002919,0.002619
1919,0.002919,0.002620
1920,0.002920,0.002620
1921,0.002920,0.002620
1922,0.002920,0.002620
1923,0.002921,0.002620
1924,0.002921,0.002620
1925,0.002921,0.002621
1926,0.002921,0.002621
1927,0.002922,0.002621
1928,0.002922,0.002621
1929,0.002922,0.002621
1930,0.002923,0.002622
1931,0.002923,0.002622
1932,0.002923,0.002622
1933,0.002924,0.002622
1934,0.002924,0.002622
1935,0.002924,0.002622
1936,0.002925,0.002623
1937,0.002925,0.002623
1938,0.002925,0.002623
1939,0.002926,0.002623
1940,0.002926,0.002623
1941,0.002926,0.002623
1942,0.002927,0.002624
1943,0.002927,0.002624
1944,0.002927,0.002624
1945,0.002928,0.002624
1946,0.002928,0.002624
1947,0.002928,0.002625
1948,0.002929,0.002625
1949,0.002929,0.002625
1950,0.002929,0.002625
1951,0.002929,0.002625
1952,0.002930,0.002625
1953,0.002930,0.002626
1954,0.002930,0.002626
1955,0.002931,0.002626
1956,0.002931,0.002626
1957,0.002931,0.002626
1958,0.002932,0.002627
1959,0.002932,0.002627
1960,0.002932,0.002627
1961,0.002933,0.002627
1962,0.002933,0.002627
1963,0.002933,0.002627
1964,0.002934,0.002628
1965,0.002934,0.002628
1966,0.002934,0.002628
1967,0.002935,0.002628
1968,0.002935,0.002628
1969,0.002935,0.002628
1970,0.002936,0.002629
1971,0.002936,0.002629
1972,0.002936,0.002629
1973,0.002936,0.002629
1974,0.002937,0.002629
1975,0.002937,0.002629
1976,0.002937,0.002630
1977,0.002938,0.002630
1978,0.002938,0.002630
1979,0.002938,0.002630
1980,0.002939,0.002630
1981,0.002939,0.002631
1982,0.002939,0.002631
1983,0.002940,0.002631
1984,0.002940,0.002631
1985,0.002940,0.002631
1986,0.002941,0.002631
1987,0.002941,0.002632
1988,0.002941,0.002632
1989,0.002942,0.002632
1990,0.002942,0.002632
1991,0.002942,0.002632
1992,0.002942,0.002632
1993,0.002943,0.002633
1994,0.002943,0.002633
1995,0.002943,0.002633
1996,0.002944,0.002633
1997,0.002944,0.002633
1998,0.002944,0.002634
1999,0.002945,0.002634
2000,0.002945,0.002634
2001,0.002945,0.002634
2002,0.002946,0.002634
2003,0.002946,0.002634
2004,0.002946,0.002635
2005,0.002947,0.002635
2006,0.002947,0.002635
2007,0.002947,0.002635
2008,0.002947,0.002635
2009,0.002948,0.002635
2010,0.002948,0.002636
2011,0.002948,0.002636
2012,0.002949,0.002636
2013,0.002949,0.002636
2014,0.002949,0.002636
2015,0.002950,0.002637
2016,0.002950,0.002637
2017,0.002950,0.002637
2018,0.002951,0.002637
2019,0.002951,0.002637
2020,0.002951,0.002637
2021,0.002952,0.002638
2022,0.002952,0.002638
