iter,Gaussian,t(nu=4)
3012,0.003230,0.002795
3013,0.003230,0.002796
3014,0.003230,0.002796
3015,0.003231,0.002796
3016,0.003231,0.002796
3017,0.003231,0.002796
3018,0.003231,0.002796
3019,0.003232,0.002796
3020,0.003232,0.002797
3021,0.003232,0.002797
3022,0.003232,0.002797
3023,0.003233,0.002797
3024,0.003233,0.002797
3025,0.003233,0.002797
3026,0.003233,0.002798
3027,0.003234,0.002798
3028,0.003234,0.002798
3029,0.003234,0.002798
3030,0.003234,0.002798
3031,0.003235,0.002798
3032,0.003235,0.002798
3033,0.003235,0.002799
3034,0.003235,0.002799
3035,0.003236,0.002799
3036,0.003236,0.002799
3037,0.003236,0.002799
3038,0.003236,0.002799
3039,0.003237,0.002799
3040,0.003237,0.002800
3041,0.003237,0.002800
3042,0.003237,0.002800
3043,0.003238,0.002800
3044,0.003238,0.002800
3045,0.003238,0.002800
3046,0.003238,0.002800
3047,0.003239,0.002801
3048,0.003239,0.002801
3049,0.003239,0.002801
3050,0.003239,0.002801
3051,0.003240,0.002801
3052,0.003240,0.002801
3053,0.003240,0.002801
3054,0.003240,0.002802
3055,0.003241,0.002802
3056,0.003241,0.002802
3057,0.003241,0.002802
3058,0.003241,0.002802
3059,0.003242,0.002802
3060,0.003242,0.002802
3061,0.003242,0.002803
3062,0.003242,0.002803
3063,0.003243,0.002803
3064,0.003243,0.002803
3065,0.003243,0.002803
3066,0.003243,0.002803
3067,0.003244,0.002803
3068,0.003244,0.002804
3069,0.003244,0.002804
3070,0.003244,0.002804
3071,0.003245,0.002804
3072,0.003245,0.002804
3073,0.003245,0.002804
3074,0.003245,0.002804
3075,0.003246,0.002805
3076,0.003246,0.002805
3077,0.003246,0.002805
3078,0.003246,0.002805
3079,0.003247,0.002805
3080,0.003247,0.002805
3081,0.003247,0.002805
3082,0.003247,0.002806
3083,0.003248,0.002806
3084,0.003248,0.002806
3085,0.003248,0.002806
3086,0.003248,0.002806
3087,0.003249,0.002806
3088,0.003249,0.002806
3089,0.003249,0.002807
3090,0.003249,0.002807
3091,0.003250,0.002807
3092,0.003250,0.002807
3093,0.003250,0.002807
3094,0.003250,0.002807
3095,0.003251,0.002808
3096,0.003251,0.002808
3097,0.003251,0.002808
3098,0.003251,0.002808
3099,0.003252,0.002808
3100,0.003252,0.002808
3101,0.003252,0.002808
3102,0.003252,0.002809
3103,0.003253,0.002809
3104,0.003253,0.002809
3105,0.003253,0.002809
3106,0.003253,0.002809
3107,0.003254,0.002809
3108,0.003254,0.002809
3109,0.003254,0.002810
3110,0.003254,0.002810
3111,0.003255,0.002810
3112,0.003255,0.002810
3113,0.003255,0.002810
3114,0.003255,0.002810
3115,0.003256,0.002810
3116,0.003256,0.002811
3117,0.003256,0.002811
3118,0.003256,0.002811
3119,0.003257,0.002811
3120,0.003257,0.002811
3121,0.003257,0.002811
3122,0.003257,0.002811
3123,0.003258,0.002812
3124,0.003258,0.002812
3125,0.003258,0.002812
3126,0.003258,0.002812
3127,0.003259,0.002812
3128,0.003259,0.002812
3129,0.003259,0.002812
3130,0.003259,0.002813
3131,0.003260,0.002813
3132,0.003260,0.002813
3133,0.003260,0.002813
3134,0.003260,0.002813
3135,0.003261,0.002813
3136,0.003261,0.002813
3137,0.003261,0.002814
3138,0.003261,0.002814
3139,0.003262,0.002814
3140,0.003262,0.002814
3141,0.003262,0.002814
3142,0.003262,0.002814
3143,0.003262,0.002814
3144,0.003263,0.002815
3145,0.003263,0.002815
3146,0.003263,0.002815
3147,0.003263,0.002815
3148,0.003264,0.002815
3149,0.003264,0.002815
3150,0.003264,0.002815
3151,0.003264,0.002816
3152,0.003265,0.002816
3153,0.003265,0.002816
3154,0.003265,0.002816
3155,0.003265,0.002816
3156,0.003266,0.002816
3157,0.003266,0.002816
3158,0.003266,0.002817
3159,0.003266,0.002817
3160,0.003267,0.002817
3161,0.003267,0.002817
3162,0.003267,0.002817
3163,0.003267,0.002817
3164,0.003268,0.002817
3165,0.003268,0.002818
3166,0.003268,0.002818
3167,0.003268,0.002818
3168,0.003269,0.002818
3169,0.003269,0.002818
3170,0.003269,0.002818
3171,0.003269,0.002818
3172,0.003270,0.002819
3173,0.003270,0.002819
3174,0.003270,0.002819
3175,0.003270,0.002819
3176,0.003271,0.002819
3177,0.003271,0.002819
3178,0.003271,0.002819
3179,0.003271,0.002820
3180,0.003272,0.002820
3181,0.003272,0.002820
3182,0.003272,0.002820
3183,0.003272,0.002820
3184,0.003273,0.002820
3185,0.003273,0.002820
3186,0.003273,0.002821
3187,0.003273,0.002821
3188,0.003273,0.002821
3189,0.003274,0.002821
3190,0.003274,0.002821
3191,0.003274,0.002821
3192,0.003274,0.002821
3193,0.003275,0.002821
3194,0.003275,0.002822
3195,0.003275,0.002822
3196,0.003275,0.002822
3197,0.003276,0.002822
3198,0.003276,0.002822
3199,0.003276,0.002822
3200,0.003276,0.002822
3201,0.003277,0.002823
3202,0.003277,0.002823
3203,0.003277,0.002823
3204,0.003277,0.002823
3205,0.003278,0.002823
3206,0.003278,0.002823
3207,0.003278,0.002823
3208,0.003278,0.002824
3209,0.003279,0.002824
3210,0.003279,0.002824
3211,0.003279,0.002824
3212,0.003279,0.002824
3213,0.003280,0.002824
3214,0.003280,0.002824
3215,0.003280,0.002825
3216,0.003280,0.002825
3217,0.003281,0.002825
3218,0.003281,0.002825
3219,0.003281,0.002825
3220,0.003281,0.002825
3221,0.003282,0.002825
3222,0.003282,0.002826
3223,0.003282,0.002826
3224,0.003282,0.002826
3225,0.003282,0.002826
3226,0.003283,0.002826
3227,0.003283,0.002826
3228,0.003283,0.002826
3229,0.003283,0.002827
3230,0.003284,0.002827
3231,0.003284,0.002827
3232,0.003284,0.002827
3233,0.003284,0.002827
3234,0.003285,0.002827
3235,0.003285,0.002827
3236,0.003285,0.002828
3237,0.003285,0.002828
3238,0.003286,0.002828
3239,0.003286,0.002828
3240,0.003286,0.002828
3241,0.003286,0.002828
3242,0.003287,0.002828
3243,0.003287,0.002829
3244,0.003287,0.002829
3245,0.003287,0.002829
3246,0.003288,0.002829
3247,0.003288,0.002829
3248,0.003288,0.002829
3249,0.003288,0.002829
3250,0.003289,0.002830
3251,0.003289,0.002830
3252,0.003289,0.002830
3253,0.003289,0.002830
3254,0.003289,0.002830
3255,0.003290,0.002830
3256,0.003290,0.002830
3257,0.003290,0.002831
3258,0.003290,0.002831
3259,0.003291,0.002831
3260,0.003291,0.002831
3261,0.003291,0.002831
3262,0.003291,0.002831
3263,0.003292,0.002831
3264,0.003292,0.002831
3265,0.003292,0.002832
3266,0.003292,0.002832
3267,0.003293,0.002832
3268,0.003293,0.002832
3269,0.003293,0.002832
3270,0.003293,0.002832
3271,0.003294,0.002832
3272,0.003294,0.002833
3273,0.003294,0.002833
3274,0.003294,0.002833
3275,0.003295,0.002833
3276,0.003295,0.002833
3277,0.003295,0.002833
3278,0.003295,0.002833
3279,0.003295,0.002834
3280,0.003296,0.002834
3281,0.003296,0.002834
3282,0.003296,0.002834
3283,0.003296,0.002834
3284,0.003297,0.002834
3285,0.003297,0.002834
3286,0.003297,0.002835
3287,0.003297,0.002835
3288,0.003298,0.002835
3289,0.003298,0.002835
3290,0.003298,0.002835
3291,0.003298,0.002835
3292,0.003299,0.002835
3293,0.003299,0.002836
3294,0.003299,0.002836
3295,0.003299,0.002836
3296,0.003300,0.002836
3297,0.003300,0.002836
3298,0.003300,0.002836
3299,0.003300,0.002836
3300,0.003300,0.002837
3301,0.003301,0.002837
3302,0.003301,0.002837
3303,0.003301,0.002837
3304,0.003301,0.002837
3305,0.003302,0.002837
3306,0.003302,0.002837
3307,0.003302,0.002838
3308,0.003302,0.002838
3309,0.003303,0.002838
3310,0.003303,0.002838
3311,0.003303,0.002838
3312,0.003303,0.002838
3313,0.003304,0.002838
3314,0.003304,0.002838
3315,0.003304,0.002839
3316,0.003304,0.002839
3317,0.003305,0.002839
3318,0.003305,0.002839
3319,0.003305,0.002839
3320,0.003305,0.002839
3321,0.003305,0.002839
3322,0.003306,0.002840
3323,0.003306,0.002840
3324,0.003306,0.002840
3325,0.003306,0.002840
3326,0.003307,0.002840
3327,0.003307,0.002840
3328,0.003307,0.002840
3329,0.003307,0.002841
3330,0.003308,0.002841
3331,0.003308,0.002841
3332,0.003308,0.002841
3333,0.003308,0.002841
3334,0.003309,0.002841
3335,0.003309,0.002841
3336,0.003309,0.002842
3337,0.003309,0.002842
3338,0.003309,0.002842
3339,0.003310,0.002842
3340,0.003310,0.002842
3341,0.003310,0.002842
3342,0.003310,0.002842
3343,0.003311,0.002842
3344,0.003311,0.002843
3345,0.003311,0.002843
3346,0.003311,0.002843
3347,0.003312,0.002843
3348,0.003312,0.002843
3349,0.003312,0.002843
3350,0.003312,0.002843
3351,0.003313,0.002844
3352,0.003313,0.002844
3353,0.003313,0.002844
3354,0.003313,0.002844
3355,0.003314,0.002844
3356,0.003314,0.002844
3357,0.003314,0.002844
3358,0.003314,0.002845
3359,0.003314,0.002845
3360,0.003315,0.002845
3361,0.003315,0.002845
3362,0.003315,0.002845
3363,0.003315,0.002845
3364,0.003316,0.002845
3365,0.003316,0.002846
3366,0.003316,0.002846
3367,0.003316,0.002846
3368,0.003317,0.002846
3369,0.003317,0.002846
3370,0.003317,0.002846
3371,0.003317,0.002846
3372,0.003318,0.002846
3373,0.003318,0.002847
3374,0.003318,0.002847
3375,0.003318,0.002847
3376,0.003318,0.002847
3377,0.003319,0.002847
3378,0.003319,0.002847
3379,0.003319,0.002847
3380,0.003319,0.002848
3381,0.003320,0.002848
3382,0.003320,0.002848
3383,0.003320,0.002848
3384,0.003320,0.002848
3385,0.003321,0.002848
3386,0.003321,0.002848
3387,0.003321,0.002849
3388,0.003321,0.002849
3389,0.003321,0.002849
3390,0.003322,0.002849
3391,0.003322,0.002849
3392,0.003322,0.002849
3393,0.003322,0.002849
3394,0.003323,0.002850
3395,0.003323,0.002850
3396,0.003323,0.002850
3397,0.003323,0.002850
3398,0.003324,0.002850
3399,0.003324,0.002850
3400,0.003324,0.002850
3401,0.003324,0.002850
3402,0.003325,0.002851
3403,0.003325,0.002851
3404,0.003325,0.002851
3405,0.003325,0.002851
3406,0.003325,0.002851
3407,0.003326,0.002851
3408,0.003326,0.002851
3409,0.003326,0.002852
3410,0.003326,0.002852
3411,0.003327,0.002852
3412,0.003327,0.002852
3413,0.003327,0.002852
3414,0.003327,0.002852
3415,0.003328,0.002852
3416,0.003328,0.002853
3417,0.003328,0.002853
3418,0.003328,0.002853
3419,0.003328,0.002853
3420,0.003329,0.002853
3421,0.003329,0.002853
3422,0.003329,0.002853
3423,0.003329,0.002853
3424,0.003330,0.002854
3425,0.003330,0.002854
3426,0.003330,0.002854
3427,0.003330,0.002854
3428,0.003331,0.002854
3429,0.003331,0.002854
3430,0.003331,0.002854
3431,0.003331,0.002855
3432,0.003332,0.002855
3433,0.003332,0.002855
3434,0.003332,0.002855
3435,0.003332,0.002855
3436,0.003332,0.002855
3437,0.003333,0.002855
3438,0.003333,0.002856
3439,0.003333,0.002856
3440,0.003333,0.002856
3441,0.003334,0.002856
3442,0.003334,0.002856
3443,0.003334,0.002856
3444,0.003334,0.002856
3445,0.003335,0.002856
3446,0.003335,0.002857
3447,0.003335,0.002857
3448,0.003335,0.002857
3449,0.003335,0.002857
3450,0.003336,0.002857
3451,0.003336,0.002857
3452,0.003336,0.002857
3453,0.003336,0.002858
3454,0.003337,0.002858
3455,0.003337,0.002858
3456,0.003337,0.002858
3457,0.003337,0.002858
3458,0.003338,0.002858
3459,0.003338,0.002858
3460,0.003338,0.002859
3461,0.003338,0.002859
3462,0.003338,0.002859
3463,0.003339,0.002859
3464,0.003339,0.002859
3465,0.003339,0.002859
3466,0.003339,0.002859
3467,0.003340,0.002859
3468,0.003340,0.002860
3469,0.003340,0.002860
3470,0.003340,0.002860
3471,0.003341,0.002860
3472,0.003341,0.002860
3473,0.003341,0.002860
3474,0.003341,0.002860
3475,0.003341,0.002861
3476,0.003342,0.002861
3477,0.003342,0.002861
3478,0.003342,0.002861
3479,0.003342,0.002861
3480,0.003343,0.002861
3481,0.003343,0.002861
3482,0.003343,0.002862
3483,0.003343,0.002862
3484,0.003344,0.002862
3485,0.003344,0.002862
3486,0.003344,0.002862
3487,0.003344,0.002862
3488,0.003344,0.002862
3489,0.003345,0.002862
3490,0.003345,0.002863
3491,0.003345,0.002863
3492,0.003345,0.002863
3493,0.003346,0.002863
3494,0.003346,0.002863
3495,0.003346,0.002863
3496,0.003346,0.002863
3497,0.003347,0.002864
3498,0.003347,0.002864
3499,0.003347,0.002864
3500,0.003347,0.002864
3501,0.003347,0.002864
3502,0.003348,0.002864
3503,0.003348,0.002864
3504,0.003348,0.002864
3505,0.003348,0.002865
3506,0.003349,0.002865
3507,0.003349,0.002865
3508,0.003349,0.002865
3509,0.003349,0.002865
3510,0.003350,0.002865
3511,0.003350,0.002865
3512,0.003350,0.002866
3513,0.003350,0.002866
3514,0.003350,0.002866
3515,0.003351,0.002866
3516,0.003351,0.002866
3517,0.003351,0.002866
3518,0.003351,0.002866
3519,0.003352,0.002867
3520,0.003352,0.002867
3521,0.003352,0.002867
3522,0.003352,0.002867
3523,0.003352,0.002867
3524,0.003353,0.002867
3525,0.003353,0.002867
3526,0.003353,0.002867
3527,0.003353,0.002868
3528,0.003354,0.002868
3529,0.003354,0.002868
3530,0.003354,0.002868
3531,0.003354,0.002868
3532,0.003355,0.002868
3533,0.003355,0.002868
3534,0.003355,0.002869
3535,0.003355,0.002869
3536,0.003355,0.002869
3537,0.003356,0.002869
3538,0.003356,0.002869
3539,0.003356,0.002869
3540,0.003356,0.002869
3541,0.003357,0.002869
3542,0.003357,0.002870
3543,0.003357,0.002870
3544,0.003357,0.002870
3545,0.003357,0.002870
3546,0.003358,0.002870
3547,0.003358,0.002870
3548,0.003358,0.002870
3549,0.003358,0.002871
3550,0.003359,0.002871
3551,0.003359,0.002871
3552,0.003359,0.002871
3553,0.003359,0.002871
3554,0.003360,0.002871
3555,0.003360,0.002871
3556,0.003360,0.002871
3557,0.003360,0.002872
3558,0.003360,0.002872
3559,0.003361,0.002872
3560,0.003361,0.002872
3561,0.003361,0.002872
3562,0.003361,0.002872
3563,0.003362,0.002872
3564,0.003362,0.002873
3565,0.003362,0.002873
3566,0.003362,0.002873
3567,0.003362,0.002873
3568,0.003363,0.002873
3569,0.003363,0.002873
3570,0.003363,0.002873
3571,0.003363,0.002873
3572,0.003364,0.002874
3573,0.003364,0.002874
3574,0.003364,0.002874
3575,0.003364,0.002874
3576,0.003365,0.002874
3577,0.003365,0.002874
3578,0.003365,0.002874
3579,0.003365,0.002875
3580,0.003365,0.002875
3581,0.003366,0.002875
3582,0.003366,0.002875
3583,0.003366,0.002875
3584,0.003366,0.002875
3585,0.003367,0.002875
3586,0.003367,0.002875
3587,0.003367,0.002876
3588,0.003367,0.002876
3589,0.003367,0.002876
3590,0.003368,0.002876
3591,0.003368,0.002876
3592,0.003368,0.002876
3593,0.003368,0.002876
3594,0.003369,0.002877
3595,0.003369,0.002877
3596,0.003369,0.002877
3597,0.003369,0.002877
3598,0.003369,0.002877
3599,0.003370,0.002877
3600,0.003370,0.002877
3601,0.003370,0.002877
3602,0.003370,0.002878
3603,0.003371,0.002878
3604,0.003371,0.002878
3605,0.003371,0.002878
3606,0.003371,0.002878
3607,0.003371,0.002878
3608,0.003372,0.002878
3609,0.003372,0.002879
3610,0.003372,0.002879
3611,0.003372,0.002879
3612,0.003373,0.002879
3613,0.003373,0.002879
3614,0.003373,0.002879
3615,0.003373,0.002879
3616,0.003374,0.002879
3617,0.003374,0.002880
3618,0.003374,0.002880
3619,0.003374,0.002880
3620,0.003374,0.002880
3621,0.003375,0.002880
3622,0.003375,0.002880
3623,0.003375,0.002880
3624,0.003375,0.002881
3625,0.003376,0.002881
3626,0.003376,0.002881
3627,0.003376,0.002881
3628,0.003376,0.002881
3629,0.003376,0.002881
3630,0.003377,0.002881
3631,0.003377,0.002881
3632,0.003377,0.002882
3633,0.003377,0.002882
3634,0.003378,0.002882
3635,0.003378,0.002882
3636,0.003378,0.002882
3637,0.003378,0.002882
3638,0.003378,0.002882
3639,0.003379,0.002883
3640,0.003379,0.002883
3641,0.003379,0.002883
3642,0.003379,0.002883
3643,0.003380,0.002883
3644,0.003380,0.002883
3645,0.003380,0.002883
3646,0.003380,0.002883
3647,0.003380,0.002884
3648,0.003381,0.002884
3649,0.003381,0.002884
3650,0.003381,0.002884
3651,0.003381,0.002884
3652,0.003382,0.002884
3653,0.003382,0.002884
3654,0.003382,0.002884
3655,0.003382,0.002885
3656,0.003382,0.002885
3657,0.003383,0.002885
3658,0.003383,0.002885
3659,0.003383,0.002885
3660,0.003383,0.002885
3661,0.003384,0.002885
3662,0.003384,0.002886
3663,0.003384,0.002886
3664,0.003384,0.002886
3665,0.003384,0.002886
3666,0.003385,0.002886
3667,0.003385,0.002886
3668,0.003385,0.002886
3669,0.003385,0.002886
3670,0.003386,0.002887
3671,0.003386,0.002887
3672,0.003386,0.002887
3673,0.003386,0.002887
3674,0.003386,0.002887
3675,0.003387,0.002887
3676,0.003387,0.002887
3677,0.003387,0.002888
3678,0.003387,0.002888
3679,0.003388,0.002888
3680,0.003388,0.002888
3681,0.003388,0.002888
3682,0.003388,0.002888
3683,0.003388,0.002888
3684,0.003389,0.002888
3685,0.003389,0.002889
3686,0.003389,0.002889
3687,0.003389,0.002889
3688,0.003390,0.002889
3689,0.003390,0.002889
3690,0.003390,0.002889
3691,0.003390,0.002889
3692,0.003390,0.002889
3693,0.003391,0.002890
3694,0.003391,0.002890
3695,0.003391,0.002890
3696,0.003391,0.002890
3697,0.003392,0.002890
3698,0.003392,0.002890
3699,0.003392,0.002890
3700,0.003392,0.002891
3701,0.003392,0.002891
3702,0.003393,0.002891
3703,0.003393,0.002891
3704,0.003393,0.002891
3705,0.003393,0.002891
3706,0.003394,0.002891
3707,0.003394,0.002891
3708,0.003394,0.002892
3709,0.003394,0.002892
3710,0.003394,0.002892
3711,0.003395,0.002892
3712,0.003395,0.002892
3713,0.003395,0.002892
3714,0.003395,0.002892
3715,0.003396,0.002892
3716,0.003396,0.002893
3717,0.003396,0.002893
3718,0.003396,0.002893
3719,0.003396,0.002893
3720,0.003397,0.002893
3721,0.003397,0.002893
3722,0.003397,0.002893
3723,0.003397,0.002894
3724,0.003398,0.002894
3725,0.003398,0.002894
3726,0.003398,0.002894
3727,0.003398,0.002894
3728,0.003398,0.002894
3729,0.003399,0.002894
3730,0.003399,0.002894
3731,0.003399,0.002895
3732,0.003399,0.002895
3733,0.003399,0.002895
3734,0.003400,0.002895
3735,0.003400,0.002895
3736,0.003400,0.002895
3737,0.003400,0.002895
3738,0.003401,0.002895
3739,0.003401,0.002896
3740,0.003401,0.002896
3741,0.003401,0.002896
3742,0.003401,0.002896
3743,0.003402,0.002896
3744,0.003402,0.002896
3745,0.003402,0.002896
3746,0.003402,0.002897
3747,0.003403,0.002897
3748,0.003403,0.002897
3749,0.003403,0.002897
3750,0.003403,0.002897
3751,0.003403,0.002897
3752,0.003404,0.002897
3753,0.003404,0.002897
3754,0.003404,0.002898
3755,0.003404,0.002898
3756,0.003405,0.002898
3757,0.003405,0.002898
3758,0.003405,0.002898
3759,0.003405,0.002898
3760,0.003405,0.002898
3761,0.003406,0.002898
3762,0.003406,0.002899
3763,0.003406,0.002899
3764,0.003406,0.002899
3765,0.003406,0.002899
3766,0.003407,0.002899
3767,0.003407,0.002899
3768,0.003407,0.002899
3769,0.003407,0.002900
3770,0.003408,0.002900
3771,0.003408,0.002900
3772,0.003408,0.002900
3773,0.003408,0.002900
3774,0.003408,0.002900
3775,0.003409,0.002900
3776,0.003409,0.002900
3777,0.003409,0.002901
3778,0.003409,0.002901
3779,0.003410,0.002901
3780,0.003410,0.002901
3781,0.003410,0.002901
3782,0.003410,0.002901
3783,0.003410,0.002901
3784,0.003411,0.002901
3785,0.003411,0.002902
3786,0.003411,0.002902
3787,0.003411,0.002902
3788,0.003411,0.002902
3789,0.003412,0.002902
3790,0.003412,0.002902
3791,0.003412,0.002902
3792,0.003412,0.002903
3793,0.003413,0.002903
3794,0.003413,0.002903
3795,0.003413,0.002903
3796,0.003413,0.002903
3797,0.003413,0.002903
3798,0.003414,0.002903
3799,0.003414,0.002903
3800,0.003414,0.002904
3801,0.003414,0.002904
3802,0.003415,0.002904
3803,0.003415,0.002904
3804,0.003415,0.002904
3805,0.003415,0.002904
3806,0.003415,0.002904
3807,0.003416,0.002904
3808,0.003416,0.002905
3809,0.003416,0.002905
3810,0.003416,0.002905
3811,0.003416,0.002905
3812,0.003417,0.002905
3813,0.003417,0.002905
3814,0.003417,0.002905
3815,0.003417,0.002905
3816,0.003418,0.002906
3817,0.003418,0.002906
3818,0.003418,0.002906
3819,0.003418,0.002906
3820,0.003418,0.002906
3821,0.003419,0.002906
3822,0.003419,0.002906
3823,0.003419,0.002906
3824,0.003419,0.002907
3825,0.003420,0.002907
3826,0.003420,0.002907
3827,0.003420,0.002907
3828,0.003420,0.002907
3829,0.003420,0.002907
3830,0.003421,0.002907
3831,0.003421,0.002908
3832,0.003421,0.002908
3833,0.003421,0.002908
3834,0.003421,0.002908
3835,0.003422,0.002908
3836,0.003422,0.002908
3837,0.003422,0.002908
3838,0.003422,0.002908
3839,0.003423,0.002909
3840,0.003423,0.002909
3841,0.003423,0.002909
3842,0.003423,0.002909
3843,0.003423,0.002909
3844,0.003424,0.002909
3845,0.003424,0.002909
3846,0.003424,0.002909
3847,0.003424,0.002910
3848,0.003424,0.002910
3849,0.003425,0.002910
3850,0.003425,0.002910
3851,0.003425,0.002910
3852,0.003425,0.002910
3853,0.003426,0.002910
3854,0.003426,0.002910
3855,0.003426,0.002911
3856,0.003426,0.002911
3857,0.003426,0.002911
3858,0.003427,0.002911
3859,0.003427,0.002911
3860,0.003427,0.002911
3861,0.003427,0.002911
3862,0.003427,0.002911
3863,0.003428,0.002912
3864,0.003428,0.002912
3865,0.003428,0.002912
3866,0.003428,0.002912
3867,0.003429,0.002912
3868,0.003429,0.002912
3869,0.003429,0.002912
3870,0.003429,0.002913
3871,0.003429,0.002913
3872,0.003430,0.002913
3873,0.003430,0.002913
3874,0.003430,0.002913
3875,0.003430,0.002913
3876,0.003430,0.002913
3877,0.003431,0.002913
3878,0.003431,0.002914
3879,0.003431,0.002914
3880,0.003431,0.002914
3881,0.003432,0.002914
3882,0.003432,0.002914
3883,0.003432,0.002914
3884,0.003432,0.002914
3885,0.003432,0.002914
3886,0.003433,0.002915
3887,0.003433,0.002915
3888,0.003433,0.002915
3889,0.003433,0.002915
3890,0.003433,0.002915
3891,0.003434,0.002915
3892,0.003434,0.002915
3893,0.003434,0.002915
3894,0.003434,0.002916
3895,0.003435,0.002916
3896,0.003435,0.002916
3897,0.003435,0.002916
3898,0.003435,0.002916
3899,0.003435,0.002916
3900,0.003436,0.002916
3901,0.003436,0.002916
3902,0.003436,0.002917
3903,0.003436,0.002917
3904,0.003436,0.002917
3905,0.003437,0.002917
3906,0.003437,0.002917
3907,0.003437,0.002917
3908,0.003437,0.002917
3909,0.003438,0.002917
3910,0.003438,0.002918
3911,0.003438,0.002918
3912,0.003438,0.002918
3913,0.003438,0.002918
3914,0.003439,0.002918
3915,0.003439,0.002918
3916,0.003439,0.002918
3917,0.003439,0.002919
3918,0.003439,0.002919
3919,0.003440,0.002919
3920,0.003440,0.002919
3921,0.003440,0.002919
3922,0.003440,0.002919
3923,0.003440,0.002919
3924,0.003441,0.002919
3925,0.003441,0.002920
3926,0.003441,0.002920
3927,0.003441,0.002920
3928,0.003442,0.002920
3929,0.003442,0.002920
3930,0.003442,0.002920
3931,0.003442,0.002920
3932,0.003442,0.002920
3933,0.003443,0.002921
3934,0.003443,0.002921
3935,0.003443,0.002921
3936,0.003443,0.002921
3937,0.003443,0.002921
3938,0.003444,0.002921
3939,0.003444,0.002921
3940,0.003444,0.002921
3941,0.003444,0.002922
3942,0.003445,0.002922
3943,0.003445,0.002922
3944,0.003445,0.002922
3945,0.003445,0.002922
3946,0.003445,0.002922
3947,0.003446,0.002922
3948,0.003446,0.002922
3949,0.003446,0.002923
3950,0.003446,0.002923
3951,0.003446,0.002923
3952,0.003447,0.002923
3953,0.003447,0.002923
3954,0.003447,0.002923
3955,0.003447,0.002923
3956,0.003447,0.002923
3957,0.003448,0.002924
3958,0.003448,0.002924
3959,0.003448,0.002924
3960,0.003448,0.002924
3961,0.003449,0.002924
3962,0.003449,0.002924
3963,0.003449,0.002924
3964,0.003449,0.002924
3965,0.003449,0.002925
3966,0.003450,0.002925
3967,0.003450,0.002925
3968,0.003450,0.002925
3969,0.003450,0.002925
3970,0.003450,0.002925
3971,0.003451,0.002925
3972,0.003451,0.002925
3973,0.003451,0.002926
3974,0.003451,0.002926
3975,0.003451,0.002926
3976,0.003452,0.002926
3977,0.003452,0.002926
3978,0.003452,0.002926
3979,0.003452,0.002926
3980,0.003453,0.002926
3981,0.003453,0.002927
3982,0.003453,0.002927
3983,0.003453,0.002927
3984,0.003453,0.002927
3985,0.003454,0.002927
3986,0.003454,0.002927
3987,0.003454,0.002927
3988,0.003454,0.002927
3989,0.003454,0.002928
3990,0.003455,0.002928
3991,0.003455,0.002928
3992,0.003455,0.002928
3993,0.003455,0.002928
3994,0.003455,0.002928
3995,0.003456,0.002928
3996,0.003456,0.002928
3997,0.003456,0.002929
3998,0.003456,0.002929
3999,0.003456,0.002929
4000,0.003457,0.002929
